Id,Name,Email,Gender,Age,GPA,Intership,extracurricular_activities,Study Hours,Sleep Hours,social_platform_preference,daily_social_media_time,stress_level,Department,Attendance (%),Grade,DataBase_score,sychology_score,AI_score,Calculus_score,ComputerNetwork_score,MobileAppDev_Score
162,Anthony,anthony.sullivan.162@gslingacademy.com,male,24,2.58,TRUE,FALSE,6.3,9.9,Facebook,0.661608307,5,Computer Science,54,BA,92,66,88,65,76,72
163,Troy,troy.shepherd.163@gslingacademy.com,male,21,2.98,FALSE,FALSE,3.8,9.3,Telegram,2.176956399,6,Chemistry,67,AA,99,88,79,93,97,91
164,Nicholas,nicholas.clayton.164@gslingacademy.com,male,23,3.14,FALSE,TRUE,3.1,8.3,TikTok,0,8,Physics,49,BA,100,100,96,95,97,93
165,Denise,denise.schneider.165@gslingacademy.com,female,22,3.59,FALSE,FALSE,3,9.7,Facebook,5.469999836,5,Computer Science,42,BA,96,72,60,90,80,88
166,Lisa,lisa.silva.166@gslingacademy.com,female,22,2.22,FALSE,FALSE,6.2,7.7,TikTok,2.937259818,3,Chemistry,70,BB,99,81,98,77,80,73
167,Laura,laura.reilly.167@gslingacademy.com,female,19,3.12,TRUE,FALSE,4,8.9,Twitter,6.557241375,8,Physics,56,AA,71,76,65,64,81,61
168,Amy,amy.peterson.168@gslingacademy.com,female,24,3.44,FALSE,FALSE,3.7,9.5,TikTok,1.038254271,6,Computer Science,53,AA,67,94,68,69,92,76
169,Fernando,fernando.sexton.169@gslingacademy.com,male,25,2.54,FALSE,FALSE,5.5,8.2,Facebook,5.09860174,2,Chemistry,83,BB,66,96,96,71,97,66
170,Evan,evan.christian.170@gslingacademy.com,male,23,2.1,FALSE,TRUE,1.4,8.3,Telegram,3.786920471,3,Biology,58,AA,67,62,97,73,84,99
171,Rebecca,rebecca.norris.171@gslingacademy.com,female,25,3.98,FALSE,FALSE,6.3,8.5,Facebook,1.413357468,3,Biology,71,BA,76,98,99,65,98,71
172,Erica,erica.marks.172@gslingacademy.com,female,19,3.71,FALSE,FALSE,6.9,8.8,Instagram,1.68154317,2,Computer Science,58,BB,65,87,85,74,64,81
173,Rhonda,rhonda.webster.173@gslingacademy.com,female,25,2.98,FALSE,TRUE,3.7,5.1,Instagram,4.095573595,4,Biology,55,AA,89,66,76,68,83,79
174,John,john.bennett.174@gslingacademy.com,male,25,2.01,FALSE,FALSE,6.2,8,Facebook,2.923854482,4,Physics,64,AA,75,96,68,77,97,81
175,Amanda,amanda.murphy.175@gslingacademy.com,female,25,2.09,FALSE,TRUE,5.6,8.1,Instagram,1.631124327,6,Physics,65,BB,80,100,83,57,81,81
176,Jeremy,jeremy.barnes.176@gslingacademy.com,male,22,3.11,FALSE,FALSE,4.9,8.4,Facebook,6.496492824,4,Physics,76,CC,89,100,75,84,78,90
177,John,john.brown.177@gslingacademy.com,male,19,2,FALSE,FALSE,3.7,9.6,Facebook,3.088809281,6,Computer Science,52,CC,95,92,75,95,90,83
178,Traci,traci.boyd.178@gslingacademy.com,female,22,3.9,FALSE,FALSE,3.6,8.5,Telegram,2.249868976,7,Computer Science,51,BB,77,94,88,85,91,61
179,Elizabeth,elizabeth.butler.179@gslingacademy.com,female,24,2.63,FALSE,FALSE,6.5,9.3,Telegram,0.836716249,2,Mathematics,57,AA,94,99,94,95,98,89
180,Alex,alex.clark.180@gslingacademy.com,male,18,2.61,FALSE,FALSE,3.9,8.1,Telegram,1.959183399,4,Biology,69,BA,89,73,73,97,66,79
181,Christopher,christopher.wolfe.181@gslingacademy.com,male,22,2.04,FALSE,TRUE,4.9,10,Instagram,0,2,Physics,54,BA,86,69,87,72,80,93
182,Jason,jason.bell.182@gslingacademy.com,male,21,3.27,FALSE,FALSE,6.5,9.3,Instagram,2,7,Mathematics,81,AA,75,99,70,100,86,62
183,Victoria,victoria.donaldson.183@gslingacademy.com,female,24,3.27,FALSE,TRUE,6.6,9.1,TikTok,4.466570312,5,Chemistry,57,BA,75,90,96,91,93,85
184,Logan,logan.cox.184@gslingacademy.com,male,24,3.41,FALSE,TRUE,6.3,10,Facebook,5.870445544,7,Mathematics,61,AA,75,79,86,91,88,77
185,Rachel,rachel.hill.185@gslingacademy.com,female,24,2.08,FALSE,FALSE,7.4,8,Facebook,2.164988001,10,Computer Science,46,BA,85,84,77,81,69,95
186,Jenny,jenny.lloyd.186@gslingacademy.com,female,23,3.96,FALSE,FALSE,3.2,6.4,Telegram,3.958799324,4,Physics,43,AA,69,78,70,100,88,85
187,Joan,joan.cohen.187@gslingacademy.com,female,24,3.42,FALSE,TRUE,2,6.8,Instagram,2.30760264,6,Physics,47,AA,64,99,99,65,84,80
188,Kimberly,kimberly.lopez.188@gslingacademy.com,female,21,2.51,TRUE,TRUE,4.3,9.8,Telegram,1.5,4,Mathematics,67,AA,86,62,97,54,76,76
189,Steven,steven.walker.189@gslingacademy.com,male,21,2.14,FALSE,FALSE,5.3,8.1,Instagram,0,2,Chemistry,74,AA,91,77,96,100,89,67
190,Sonia,sonia.bowers.190@gslingacademy.com,female,22,2.34,FALSE,FALSE,6.9,7.8,Instagram,2.781608478,1,Biology,50,CB,98,79,95,89,99,87
191,Penny,penny.perez.191@gslingacademy.com,female,21,2.92,FALSE,FALSE,6.2,8.2,Facebook,0,5,Mathematics,66,AA,93,82,83,92,90,60
192,Mike,mike.harris.192@gslingacademy.com,male,23,2.24,FALSE,TRUE,7.7,8.3,Instagram,2.489326258,4,Physics,64,BB,79,66,80,88,61,85
193,Vanessa,vanessa.sweeney.193@gslingacademy.com,female,25,2.06,FALSE,FALSE,5.3,8.8,Instagram,2.143438776,9,Computer Science,51,CC,85,90,74,96,71,80
194,Adam,adam.edwards.194@gslingacademy.com,male,18,2.17,FALSE,FALSE,1.5,8.3,Facebook,0,8,Biology,43,BB,82,94,100,68,66,69
195,Angelica,angelica.johnson.195@gslingacademy.com,female,23,2.57,FALSE,FALSE,3.6,9.5,TikTok,0,8,Chemistry,68,AA,93,64,80,82,70,94
196,Tiffany,tiffany.hernandez.196@gslingacademy.com,female,22,2.71,FALSE,FALSE,3.9,7.1,Facebook,1.525531597,9,Physics,84,BA,61,73,68,65,85,67
197,Mark,mark.myers.197@gslingacademy.com,male,19,2.22,FALSE,FALSE,3.5,10,Instagram,5.934808473,1,Chemistry,47,AA,62,69,87,84,83,64
198,Erica,erica.cochran.198@gslingacademy.com,female,21,3.23,FALSE,FALSE,2.5,7.1,Instagram,3.496395874,8,Mathematics,42,CB,83,90,70,83,91,67
199,Karen,karen.watson.199@gslingacademy.com,female,19,3.9,FALSE,FALSE,3.8,5.9,Instagram,1.504164454,3,Computer Science,58,AA,94,72,96,91,61,94
200,Kathryn,kathryn.frazier.200@gslingacademy.com,female,20,3.15,FALSE,FALSE,2.5,9.7,Instagram,1.362015721,8,Mathematics,52,CC,65,88,88,60,81,78
201,Anthony,anthony.jackson.201@gslingacademy.com,male,19,3.16,FALSE,TRUE,3.6,6.6,Instagram,3.660778628,8,Mathematics,55,BB,100,81,81,60,79,96
202,Jordan,jordan.perez.202@gslingacademy.com,male,19,3.75,FALSE,TRUE,3,9.7,Facebook,1.25,10,Chemistry,46,BB,91,73,91,93,80,100
203,Jennifer,jennifer.burgess.203@gslingacademy.com,female,23,2.95,FALSE,FALSE,2.6,8.6,TikTok,4.304478443,8,Physics,59,CC,84,62,80,37,80,71
204,Christina,christina.davis.204@gslingacademy.com,female,22,3.55,FALSE,TRUE,3.2,8.2,Facebook,6.48733058,8,Physics,47,CB,60,87,92,46,67,96
205,April,april.ryan.205@gslingacademy.com,female,24,2.29,FALSE,FALSE,1.7,9.4,Facebook,4.23,9,Chemistry,52,BB,90,95,81,82,86,98
206,Maxwell,maxwell.davis.206@gslingacademy.com,male,18,3.3,FALSE,FALSE,3.9,9.8,Telegram,5.129362216,6,Mathematics,71,CC,81,78,67,90,95,79
207,Matthew,matthew.guzman.207@gslingacademy.com,male,23,2.44,FALSE,FALSE,6.1,7.3,Instagram,2.718882866,9,Chemistry,57,BA,68,86,94,97,77,92
208,Robert,robert.mayer.208@gslingacademy.com,male,20,3.44,FALSE,TRUE,5.5,7.5,Instagram,0,8,Mathematics,61,CC,77,73,74,62,68,99
209,Amanda,amanda.willis.209@gslingacademy.com,female,20,3.27,FALSE,FALSE,3.3,9,Twitter,0,2,Computer Science,56,BB,70,83,71,86,95,76
210,Michele,michele.thomas.210@gslingacademy.com,female,25,3.09,FALSE,TRUE,9.3,6.8,Instagram,3.894169618,2,Physics,59,CC,99,80,78,60,84,86
211,Tim,tim.turner.211@gslingacademy.com,male,18,3.42,FALSE,FALSE,4.5,9.1,TikTok,1.799800108,6,Physics,62,BB,90,88,100,94,87,96
212,Joe,joe.strickland.212@gslingacademy.com,male,20,2.33,FALSE,FALSE,1.5,6.6,Facebook,6.203677865,7,Chemistry,44,BA,86,73,73,84,60,71
213,Trevor,trevor.cruz.213@gslingacademy.com,male,20,3.76,TRUE,FALSE,3.6,6.8,TikTok,5.848874826,2,Mathematics,65,CC,60,58,97,93,89,68
214,Melissa,melissa.roberts.214@gslingacademy.com,female,22,2.02,FALSE,FALSE,3.4,9.1,Twitter,3.162590441,5,Computer Science,61,AA,80,71,82,95,64,64
215,Tammy,tammy.miller.215@gslingacademy.com,female,20,3.35,FALSE,FALSE,5.3,8.7,Instagram,1.950414374,7,Computer Science,47,CC,92,62,74,73,98,91
216,Chad,chad.morgan.216@gslingacademy.com,male,23,3.21,FALSE,FALSE,4.1,7.6,Twitter,2.3,8,Physics,75,CC,82,90,79,94,83,78
217,Samantha,samantha.maldonado.217@gslingacademy.com,female,24,3.92,FALSE,FALSE,3.6,9.3,Telegram,6.14423649,9,Computer Science,72,DD,93,71,90,90,76,97
218,Marie,marie.martin.218@gslingacademy.com,female,24,3.42,FALSE,FALSE,7.3,6.2,Telegram,3.251775575,6,Chemistry,79,DC,65,88,80,76,94,97
219,Theresa,theresa.tucker.219@gslingacademy.com,female,22,3.43,TRUE,FALSE,10,6.2,Twitter,1.513904412,8,Computer Science,48,DC,94,71,72,96,70,63
220,Joseph,joseph.morris.220@gslingacademy.com,male,21,2.05,FALSE,TRUE,3.2,8.7,Twitter,2.740355004,3,Physics,55,DC,72,88,76,68,92,72
221,Charles,charles.parker.221@gslingacademy.com,male,23,2.33,FALSE,FALSE,7.4,7.7,Instagram,2.447460549,7,Computer Science,76,DD,94,76,88,75,66,84
222,Rachel,rachel.alvarez.222@gslingacademy.com,female,18,3.68,FALSE,FALSE,6.3,7.8,TikTok,6.526855928,3,Physics,58,DD,79,87,95,84,90,74
223,Charles,charles.robertson.223@gslingacademy.com,male,23,3.84,FALSE,FALSE,8.4,5.4,Instagram,3.34397914,4,Mathematics,86,CB,75,61,68,66,90,99
224,Steven,steven.york.224@gslingacademy.com,male,25,3.82,FALSE,FALSE,9.7,6.1,Twitter,3.032751441,5,Chemistry,89,DD,96,72,69,78,93,72
225,Robert,robert.dougherty.225@gslingacademy.com,male,21,2.99,FALSE,FALSE,6.5,8.8,Facebook,0.263062272,9,Computer Science,40,CB,74,55,71,66,50,99
226,Vanessa,vanessa.wheeler.226@gslingacademy.com,female,22,2.49,FALSE,TRUE,3.2,8.2,Twitter,2.234,4,Biology,54,BB,57,78,72,71,96,87
227,Emily,emily.mcclure.227@gslingacademy.com,female,22,3.16,FALSE,FALSE,1.3,9.5,Telegram,3.086149248,9,Mathematics,42,CB,88,76,65,97,83,85
228,Angela,angela.thomas.228@gslingacademy.com,female,19,3.56,FALSE,TRUE,3.5,9,Telegram,2.321,2,Physics,57,BB,72,78,69,77,91,96
229,Roberto,roberto.evans.229@gslingacademy.com,male,24,3.58,FALSE,FALSE,3.6,7.4,Facebook,3.10593457,3,Physics,71,DD,61,95,98,89,85,80
230,Christopher,christopher.perez.230@gslingacademy.com,male,25,2.82,FALSE,FALSE,5,5.9,Instagram,2.307754062,9,Chemistry,61,DD,65,64,86,67,94,68
231,William,william.torres.231@gslingacademy.com,male,19,2.98,TRUE,FALSE,4.2,5.9,Telegram,3.09925723,5,Physics,56,DD,98,91,94,100,87,89
232,Lisa,lisa.gardner.232@gslingacademy.com,female,21,3.21,FALSE,FALSE,1.8,9.1,Telegram,1.454657017,6,Chemistry,41,CB,87,88,61,86,92,94
233,Catherine,catherine.owens.233@gslingacademy.com,female,24,2.15,FALSE,FALSE,3.6,8.5,TikTok,3.308485471,2,Chemistry,58,CC,79,92,88,92,99,85
234,Keith,keith.summers.234@gslingacademy.com,male,22,2.73,FALSE,FALSE,7.6,8.6,Facebook,5.582183385,6,Computer Science,46,DC,92,88,84,90,90,71
235,Linda,linda.adams.235@gslingacademy.com,female,19,2.92,FALSE,FALSE,1.4,9.3,Telegram,4.763714705,4,Physics,42,DC,88,67,95,82,75,84
236,Michael,michael.wright.236@gslingacademy.com,male,25,3.51,TRUE,FALSE,4.2,8.9,Telegram,2.416658317,1,Mathematics,62,DC,81,89,56,72,74,94
237,Kyle,kyle.james.237@gslingacademy.com,male,25,2.75,FALSE,FALSE,6.9,8.1,Telegram,2.582417489,3,Biology,57,DC,95,82,81,85,84,73
238,Christopher,christopher.cook.238@gslingacademy.com,male,19,3.26,FALSE,FALSE,7.2,6.4,Instagram,4.170777579,6,Chemistry,48,DC,86,80,94,63,72,75
239,John,john.conley.239@gslingacademy.com,male,22,3.74,FALSE,FALSE,3.6,7.9,Facebook,3.745652049,2,Chemistry,52,DD,77,74,95,81,76,91
240,David,david.barnett.240@gslingacademy.com,male,24,3.26,FALSE,FALSE,0.9,8.6,TikTok,2.998379967,8,Biology,46,CB,99,72,64,70,93,67
241,Peter,peter.garner.241@gslingacademy.com,male,19,2.37,FALSE,FALSE,6.6,5.1,Telegram,1.886515643,10,Physics,59,DC,91,81,76,100,92,87
242,Douglas,douglas.stewart.242@gslingacademy.com,male,24,2.67,FALSE,FALSE,6.4,8.2,TikTok,1.224248606,4,Mathematics,72,CC,85,62,64,63,61,85
243,Heidi,heidi.jones.243@gslingacademy.com,female,19,2.02,FALSE,FALSE,4.1,7.7,TikTok,1.197740605,5,Mathematics,58,DD,84,95,87,78,82,86
244,Jeremy,jeremy.daniels.244@gslingacademy.com,male,22,2.7,TRUE,FALSE,3.6,9.6,TikTok,2.676778955,2,Chemistry,67,DC,61,78,71,94,92,65
245,Dustin,dustin.dodson.245@gslingacademy.com,male,18,3.5,FALSE,TRUE,3.9,9.1,Facebook,3.673747949,8,Computer Science,60,DD,97,62,96,74,68,69
246,Christopher,christopher.cohen.246@gslingacademy.com,male,18,3.6,FALSE,FALSE,5.8,10,Facebook,0,8,Chemistry,68,DD,92,64,78,30,78,88
247,Willie,willie.ellis.247@gslingacademy.com,male,18,3.47,FALSE,FALSE,2,9.2,Facebook,4.462676186,10,Biology,54,DC,94,91,66,78,71,93
248,Robert,robert.hawkins.248@gslingacademy.com,male,20,3.05,FALSE,FALSE,1,8.2,Twitter,0.868215623,2,Computer Science,48,DD,68,81,96,99,92,79
249,Stacy,stacy.jordan.249@gslingacademy.com,female,25,3.06,FALSE,FALSE,4.4,7.5,TikTok,1.630633503,5,Physics,69,DD,95,84,72,62,80,83
250,Robert,robert.swanson.250@gslingacademy.com,male,25,3.94,FALSE,FALSE,3.4,6.2,Twitter,0,9,Chemistry,49,DD,94,88,99,92,87,97
251,Holly,holly.henderson.251@gslingacademy.com,female,19,2.13,FALSE,FALSE,5.2,7.4,Instagram,3.768462221,7,Mathematics,66,BB,87,100,66,85,96,87
252,Debra,debra.valdez.252@gslingacademy.com,female,22,3.64,FALSE,FALSE,6,8.8,TikTok,6.015348266,3,Chemistry,49,DD,88,63,73,83,74,94
253,Vincent,vincent.robertson.253@gslingacademy.com,male,23,3.56,FALSE,FALSE,1.2,7.8,Telegram,2.069436647,6,Physics,57,DD,80,80,65,91,67,84
254,Karen,karen.spencer.254@gslingacademy.com,female,22,3.16,FALSE,FALSE,2,8.8,TikTok,5.161708579,2,Chemistry,58,DC,80,72,92,41,90,78
255,Nathan,nathan.riley.255@gslingacademy.com,male,20,3.56,FALSE,FALSE,6,8.4,Facebook,2.19576177,10,Chemistry,58,DC,92,85,86,99,86,93
256,Andrea,andrea.sutton.256@gslingacademy.com,female,25,2.81,FALSE,TRUE,3.7,9.8,TikTok,5.659078615,6,Physics,66,DD,89,87,97,93,87,100
257,Tracey,tracey.turner.257@gslingacademy.com,female,19,2.94,FALSE,TRUE,3.7,9.3,Instagram,2.857807835,10,Chemistry,66,BA,92,95,62,73,75,93
258,Tammy,tammy.olsen.258@gslingacademy.com,female,23,3.8,TRUE,FALSE,3.9,8.8,Facebook,0.027450268,10,Computer Science,58,BA,87,56,97,62,74,61
259,Sheila,sheila.wilkinson.259@gslingacademy.com,female,19,2.62,FALSE,TRUE,3.8,9.8,Facebook,1.574075829,10,Mathematics,47,BA,73,71,51,80,84,65
260,Nathan,nathan.padilla.260@gslingacademy.com,male,21,2.1,FALSE,FALSE,4.8,9.9,Facebook,3.019825115,7,Biology,63,AA,82,65,65,76,95,62
261,Sarah,sarah.santiago.261@gslingacademy.com,female,25,2.39,FALSE,FALSE,3.7,6.1,Telegram,2.582438522,7,Biology,66,BA,92,91,96,90,96,90
262,Christopher,christopher.cruz.262@gslingacademy.com,male,23,3.29,FALSE,FALSE,3.2,5.2,Instagram,0.96878067,5,Mathematics,47,AA,65,93,95,76,88,88
263,Nicholas,nicholas.sanders.263@gslingacademy.com,male,23,3.51,TRUE,FALSE,3.6,9.5,Twitter,0,5,Physics,63,AA,63,68,72,81,67,67
264,Jessica,jessica.waters.264@gslingacademy.com,female,22,2.79,FALSE,FALSE,3.7,9,Telegram,4.59981121,5,Chemistry,57,AA,77,96,76,80,97,80
265,James,james.miller.265@gslingacademy.com,male,24,2.47,FALSE,FALSE,4.9,9.8,Twitter,0,1,Computer Science,70,AA,80,66,77,60,88,74
266,Adam,adam.kane.266@gslingacademy.com,male,18,3.88,FALSE,FALSE,3.8,9.5,Facebook,4.008788972,7,Computer Science,61,BA,81,94,97,79,86,63
267,Patricia,patricia.gonzalez.267@gslingacademy.com,female,24,2.75,FALSE,TRUE,3.9,9,Facebook,0.803130892,7,Computer Science,55,AA,74,86,96,80,99,76
268,Whitney,whitney.holmes.268@gslingacademy.com,female,19,2.18,FALSE,FALSE,9.2,5.2,Twitter,6.790118187,4,Computer Science,45,Fail,87,68,96,91,68,65
269,Rachel,rachel.hamilton.269@gslingacademy.com,female,19,3.18,FALSE,FALSE,4.8,6.3,TikTok,0,2,Mathematics,58,BA,100,64,71,84,92,99
270,Melissa,melissa.marshall.270@gslingacademy.com,female,19,2.33,FALSE,FALSE,3.7,7.2,Instagram,0,2,Chemistry,67,AA,80,68,75,80,81,60
271,Jacob,jacob.henderson.271@gslingacademy.com,male,20,3.46,FALSE,FALSE,6.1,8.3,TikTok,2.147963568,6,Chemistry,63,BB,98,71,95,94,71,77
272,Melissa,melissa.huerta.272@gslingacademy.com,female,22,3.92,FALSE,FALSE,3.2,8,Facebook,5.031289098,10,Physics,55,BA,58,64,66,87,62,68
273,Kevin,kevin.camacho.273@gslingacademy.com,male,20,3.92,FALSE,FALSE,3.5,9.5,Twitter,12.51883198,3,Physics,57,BB,73,70,95,100,70,94
274,Anthony,anthony.martinez.274@gslingacademy.com,male,19,2.87,TRUE,FALSE,7.3,8.6,Telegram,4.974971121,10,Mathematics,65,AA,67,91,79,58,52,75
275,Randy,randy.rodriguez.275@gslingacademy.com,male,20,3.68,FALSE,FALSE,7.1,9.2,Facebook,0,8,Chemistry,68,Fail,82,89,74,67,92,82
276,Patrick,patrick.vazquez.276@gslingacademy.com,male,18,2.53,FALSE,FALSE,4.2,8.2,Facebook,1.056377252,10,Computer Science,83,BB,90,92,66,73,68,70
277,Kim,kim.flores.277@gslingacademy.com,female,23,3.23,TRUE,FALSE,2.4,7.1,Telegram,1.471120363,2,Computer Science,41,AA,61,73,91,84,92,94
278,Robert,robert.salazar.278@gslingacademy.com,male,25,2.6,FALSE,TRUE,2,9.5,TikTok,1.680739049,7,Biology,48,CB,96,81,74,75,80,98
279,Victoria,victoria.vasquez.279@gslingacademy.com,female,25,3.84,FALSE,FALSE,4,10,TikTok,2.18628253,7,Computer Science,79,BB,96,98,60,90,79,72
280,Ricardo,ricardo.macias.280@gslingacademy.com,male,22,3.35,FALSE,FALSE,4.1,6.2,TikTok,2.492890083,4,Chemistry,57,BB,87,60,71,91,84,98
281,Brandi,brandi.bauer.281@gslingacademy.com,female,19,2.83,FALSE,TRUE,2.1,9,Facebook,3.398457494,7,Computer Science,48,AA,76,88,93,69,75,97
282,Jorge,jorge.roth.282@gslingacademy.com,male,20,2.74,FALSE,FALSE,1,8.5,Instagram,1.832651704,9,Biology,52,BA,96,95,100,89,64,91
283,Benjamin,benjamin.davis.283@gslingacademy.com,male,18,3.5,FALSE,FALSE,6.9,9,Twitter,3.321914331,4,Mathematics,70,Fail,83,94,76,77,81,92
284,Nancy,nancy.pierce.284@gslingacademy.com,female,23,3.67,TRUE,TRUE,6.6,9.7,Twitter,3.75509416,3,Mathematics,61,BA,75,85,92,76,95,85
285,Catherine,catherine.weiss.285@gslingacademy.com,female,22,3.28,FALSE,FALSE,4.5,8.6,Instagram,0.8059382,8,Physics,65,Fail,94,77,63,69,88,100
286,Jacob,jacob.perez.286@gslingacademy.com,male,24,3.97,FALSE,TRUE,3.5,9.8,TikTok,0.497472562,10,Computer Science,69,Fail,94,96,84,91,67,68
287,Penny,penny.zuniga.287@gslingacademy.com,female,24,3.07,FALSE,TRUE,3.6,5.3,Twitter,5.194409745,8,Biology,63,CC,60,97,100,83,88,94
288,Anthony,anthony.cox.288@gslingacademy.com,male,19,2.14,FALSE,FALSE,6.4,9.5,TikTok,3.247950875,2,Computer Science,56,CC,76,95,60,61,98,77
289,Angela,angela.nelson.289@gslingacademy.com,female,25,3.52,FALSE,FALSE,4.3,6.8,Facebook,2.69833204,4,Physics,66,AA,84,64,67,78,51,62
290,Lisa,lisa.white.290@gslingacademy.com,female,18,3.16,FALSE,FALSE,3.2,8.5,Instagram,0.149546084,5,Physics,49,CB,60,70,94,87,90,86
291,Robin,robin.parker.291@gslingacademy.com,female,21,2.84,FALSE,TRUE,3.6,9.7,Twitter,4.538713395,7,Mathematics,52,BB,61,93,61,74,94,64
292,Cynthia,cynthia.shields.292@gslingacademy.com,female,18,3.86,TRUE,FALSE,3.8,8,Facebook,2.996241643,4,Biology,58,BB,97,67,67,75,94,93
293,Pamela,pamela.wilkinson.293@gslingacademy.com,female,25,2.3,FALSE,FALSE,2.1,8.7,Instagram,1.4124,4,Chemistry,49,AA,84,88,87,36,96,86
294,Brenda,brenda.nichols.294@gslingacademy.com,female,23,2.7,FALSE,FALSE,5.1,9.4,Facebook,3.385058624,8,Physics,46,AA,93,82,99,66,93,86
295,Laura,laura.rodriguez.295@gslingacademy.com,female,20,3.77,TRUE,FALSE,5.6,8.5,Facebook,2.481948682,9,Mathematics,75,AA,67,92,100,70,94,81
296,Julie,julie.carey.296@gslingacademy.com,female,25,3.39,FALSE,TRUE,9.7,7.1,Telegram,1.766208694,3,Chemistry,90,AA,68,89,90,68,99,74
297,Barbara,barbara.andrews.297@gslingacademy.com,female,22,3.2,FALSE,FALSE,3.6,8.8,TikTok,6.15877179,7,Chemistry,66,AA,78,69,68,70,80,73
298,Tracy,tracy.johnson.298@gslingacademy.com,male,21,3.95,FALSE,FALSE,1.1,9.5,Twitter,4.981340681,8,Biology,47,BA,97,74,60,65,90,97
299,Sarah,sarah.oconnor.299@gslingacademy.com,female,21,2.11,FALSE,FALSE,4.5,9,Facebook,3.442179803,5,Physics,63,CC,94,92,77,84,63,64
300,Joseph,joseph.landry.300@gslingacademy.com,male,20,2.76,FALSE,FALSE,0.8,7.4,Facebook,4.88372018,8,Biology,54,BA,81,60,85,87,90,76
301,Terry,terry.chen.301@gslingacademy.com,male,23,3,FALSE,TRUE,3.7,5.3,Facebook,3.673068691,8,Mathematics,62,CC,70,82,72,78,60,81
302,Heather,heather.faulkner.302@gslingacademy.com,female,25,2.85,FALSE,FALSE,5.1,6.3,Instagram,3.123,6,Chemistry,56,Fail,97,62,82,74,98,95
303,Wanda,wanda.baxter.303@gslingacademy.com,female,22,3.97,FALSE,FALSE,1.8,9.9,Telegram,4.882849466,2,Physics,46,BA,99,81,71,67,74,89
304,Amanda,amanda.davis.304@gslingacademy.com,female,24,3.52,FALSE,TRUE,3.8,7.9,Twitter,4.400688871,9,Computer Science,73,Fail,66,69,65,90,76,60
305,Gina,gina.powell.305@gslingacademy.com,female,23,3.37,TRUE,FALSE,3.6,8.6,TikTok,0.812998588,3,Physics,46,Fail,76,55,63,70,61,60
306,Sabrina,sabrina.hall.306@gslingacademy.com,female,20,3.41,FALSE,FALSE,4,9.6,Telegram,4.174499757,10,Computer Science,61,AA,61,60,91,62,78,91
307,Lauren,lauren.miller.307@gslingacademy.com,female,25,2.86,FALSE,FALSE,4.4,9.1,Instagram,1.325914576,6,Biology,64,BA,88,70,70,62,70,75
308,Jessica,jessica.diaz.308@gslingacademy.com,female,20,3.86,FALSE,FALSE,3.7,9.3,Telegram,2.146509016,2,Physics,57,BA,100,96,87,100,90,89
309,Ashley,ashley.garcia.309@gslingacademy.com,female,21,2.99,FALSE,FALSE,3.8,5.4,Instagram,4.123,6,Computer Science,51,AA,90,87,96,61,61,76
310,Miranda,miranda.johnson.310@gslingacademy.com,female,19,3.23,FALSE,FALSE,5.6,5.6,Instagram,3.199700966,6,Computer Science,77,BA,74,64,97,95,77,88
311,Tracy,tracy.johnston.311@gslingacademy.com,female,20,2.51,TRUE,FALSE,3.1,9.2,Telegram,1.32,7,Biology,64,BA,54,55,62,75,79,96
312,Erik,erik.butler.312@gslingacademy.com,male,21,2.38,FALSE,FALSE,3.4,6.4,Twitter,3.132,8,Computer Science,41,BB,89,90,88,93,87,70
313,Tiffany,tiffany.jones.313@gslingacademy.com,female,24,3.25,FALSE,TRUE,5.6,5.2,Instagram,3.092373253,6,Chemistry,52,AA,96,98,85,81,69,90
314,Brandy,brandy.campbell.314@gslingacademy.com,female,24,2.14,FALSE,FALSE,3.7,9.7,TikTok,6.345161357,5,Chemistry,75,AA,98,85,99,92,70,96
315,Joel,joel.hicks.315@gslingacademy.com,male,23,3.75,FALSE,FALSE,3.7,8,Twitter,4.213,3,Biology,46,BB,87,87,90,91,91,99
316,John,john.miller.316@gslingacademy.com,male,18,2.2,FALSE,FALSE,4.8,9.2,Facebook,2.642147499,5,Physics,57,AA,74,93,76,79,65,74
317,Nancy,nancy.jones.317@gslingacademy.com,female,25,2.77,TRUE,FALSE,3.6,7.7,Twitter,4.381495899,10,Biology,53,BA,92,60,88,90,68,100
318,Jody,jody.mueller.318@gslingacademy.com,female,20,2.99,FALSE,FALSE,3.3,7.8,Facebook,3.299785191,4,Biology,40,BB,87,99,80,89,78,87
319,Steven,steven.fox.319@gslingacademy.com,male,21,2.48,FALSE,FALSE,3.3,9.7,Twitter,2.15699041,5,Computer Science,40,AA,51,88,96,77,71,61
320,Taylor,taylor.klein.320@gslingacademy.com,female,23,3.63,FALSE,FALSE,5.7,7.1,Twitter,4.829339299,6,Computer Science,56,AA,62,84,76,89,83,93
321,David,david.barron.321@gslingacademy.com,male,20,3.03,TRUE,FALSE,3.8,6.7,Telegram,3.524598725,2,Chemistry,58,BB,71,75,64,97,89,88
322,Kevin,kevin.thompson.322@gslingacademy.com,male,23,3.65,FALSE,FALSE,3.6,9.5,Twitter,3.814590017,1,Physics,68,CC,99,83,100,94,91,69
323,Andrea,andrea.walters.323@gslingacademy.com,female,23,3.32,TRUE,FALSE,3.7,8.1,Twitter,2.602165938,8,Physics,68,CC,81,76,83,81,70,65
